date,home_team,away_team,home_rank,away_rank,home_points,away_points,home_played,away_played,home_won,away_won,home_drawn,away_drawn,home_lost,away_lost,home_goals_for,away_goals_for,home_goals_against,away_goals_against,result
01.04.2023,Istanbul Basaksehir,Ankaragucu,5,11,62,42,36,36,18,12,8,6,10,18,54,43,37,53,H
01.04.2023,Trabzonspor,Kayserispor,6,9,57,47,36,36,17,15,6,5,13,16,64,55,54,61,A
01.04.2023,Galatasaray,Adana Demirspor,1,4,88,69,36,36,28,20,4,9,4,7,83,76,27,45,H
02.04.2023,Gazişehir Gaziantep,Kasimpasa,18,10,25,43,36,36,6,12,7,7,23,17,31,45,72,61,A
02.04.2023,Hatayspor,Sivasspor,19,14,23,41,36,36,6,11,5,8,25,17,19,46,83,54,A
02.04.2023,Ümraniyespor,Konyaspor,17,8,30,51,36,36,7,12,9,15,20,9,47,49,64,41,D
02.04.2023,Giresunspor,Alanyaspor,16,15,40,41,36,36,10,11,10,8,16,17,42,54,60,70,D
02.04.2023,Fenerbahce,Besiktas,2,3,80,78,36,36,25,23,5,9,6,4,87,78,42,36,A
03.04.2023,İstanbulspor,Fatih Karagümrük,12,7,41,51,36,36,12,13,5,12,19,11,47,75,63,63,A
07.04.2023,Konyaspor,Antalyaspor,8,13,51,41,36,36,12,11,15,8,9,17,49,46,41,55,D
08.04.2023,Ankaragucu,İstanbulspor,11,12,42,41,36,36,12,12,6,5,18,19,43,47,53,63,H
08.04.2023,Kasimpasa,Trabzonspor,10,6,43,57,36,36,12,17,7,6,17,13,45,64,61,54,H
09.04.2023,Alanyaspor,Hatayspor,15,19,41,23,36,36,11,6,8,5,17,25,54,19,70,83,H
09.04.2023,Adana Demirspor,Gazişehir Gaziantep,4,18,69,25,36,36,20,6,9,7,7,23,76,31,45,72,H
09.04.2023,Sivasspor,Istanbul Basaksehir,14,5,41,62,36,36,11,18,8,8,17,10,46,54,54,37,D
09.04.2023,Besiktas,Giresunspor,3,16,78,40,36,36,23,10,9,10,4,16,78,42,36,60,H
10.04.2023,Kayserispor,Ümraniyespor,9,17,47,30,36,36,15,7,5,9,16,20,55,47,61,64,H
10.04.2023,Fatih Karagümrük,Fenerbahce,7,2,51,80,36,36,13,25,12,5,11,6,75,87,63,42,A
14.04.2023,Galatasaray,Kayserispor,1,9,88,47,36,36,28,15,4,5,4,16,83,55,27,61,H
14.04.2023,Antalyaspor,Alanyaspor,13,15,41,41,36,36,11,11,8,8,17,17,46,54,55,70,H
15.04.2023,Adana Demirspor,Kasimpasa,4,10,69,43,36,36,20,12,9,7,7,17,76,45,45,61,H
15.04.2023,İstanbulspor,Istanbul Basaksehir,12,5,41,62,36,36,12,18,5,8,19,10,47,54,63,37,H
15.04.2023,Fenerbahce,Ankaragucu,2,11,80,42,36,36,25,12,5,6,6,18,87,43,42,53,H
16.04.2023,Gazişehir Gaziantep,Konyaspor,18,8,25,51,36,36,6,12,7,15,23,9,31,49,72,41,A
16.04.2023,Hatayspor,Fatih Karagümrük,19,7,23,51,36,36,6,13,5,12,25,11,19,75,83,63,A
16.04.2023,Giresunspor,Sivasspor,16,14,40,41,36,36,10,11,10,8,16,17,42,46,60,54,H
16.04.2023,Trabzonspor,Besiktas,6,3,57,78,36,36,17,23,6,9,13,4,64,78,54,36,D
18.04.2023,Alanyaspor,Galatasaray,15,1,41,88,36,36,11,28,8,4,17,4,54,83,70,27,A
18.04.2023,Fatih Karagümrük,Ümraniyespor,7,17,51,30,36,36,13,7,12,9,11,20,75,47,63,64,H
19.04.2023,Besiktas,Hatayspor,3,19,78,23,36,36,23,6,9,5,4,25,78,19,36,83,H
19.04.2023,Kayserispor,Kasimpasa,9,10,47,43,36,36,15,12,5,7,16,17,55,45,61,61,D
19.04.2023,İstanbulspor,Antalyaspor,12,13,41,41,36,36,12,11,5,8,19,17,47,46,63,55,D
19.04.2023,Istanbul Basaksehir,Fenerbahce,5,2,62,80,36,36,18,25,8,5,10,6,54,87,37,42,A
19.04.2023,Konyaspor,Adana Demirspor,8,4,51,69,36,36,12,20,15,9,9,7,49,76,41,45,A
20.04.2023,Ankaragucu,Giresunspor,11,16,42,40,36,36,12,10,6,10,18,16,43,42,53,60,H
20.04.2023,Sivasspor,Trabzonspor,14,6,41,57,36,36,11,17,8,6,17,13,46,64,54,54,H
22.04.2023,Ümraniyespor,Besiktas,17,3,30,78,36,36,7,23,9,9,20,4,47,78,64,36,A
23.04.2023,Gazişehir Gaziantep,Alanyaspor,18,15,25,41,36,36,6,11,7,8,23,17,31,54,72,70,A
23.04.2023,Hatayspor,Ankaragucu,19,11,23,42,36,36,6,12,5,6,25,18,19,43,83,53,A
23.04.2023,Kasimpasa,Konyaspor,10,8,43,51,36,36,12,12,7,15,17,9,45,49,61,41,A
23.04.2023,Adana Demirspor,Kayserispor,4,9,69,47,36,36,20,15,9,5,7,16,76,55,45,61,H
23.04.2023,Galatasaray,Fatih Karagümrük,1,7,88,51,36,36,28,13,4,12,4,11,83,75,27,63,D
24.04.2023,Giresunspor,Istanbul Basaksehir,16,5,40,62,36,36,10,18,10,8,16,10,42,54,60,37,A
24.04.2023,Fenerbahce,İstanbulspor,2,12,80,41,36,36,25,12,5,5,6,19,87,47,42,63,D
24.04.2023,Antalyaspor,Sivasspor,13,14,41,41,36,36,11,11,8,8,17,17,46,46,55,54,A
28.04.2023,Alanyaspor,Ümraniyespor,15,17,41,30,36,36,11,7,8,9,17,20,54,47,70,64,H
29.04.2023,Konyaspor,Trabzonspor,8,6,51,57,36,36,12,17,15,6,9,13,49,64,41,54,H
29.04.2023,Fatih Karagümrük,Antalyaspor,7,13,51,41,36,36,13,11,12,8,11,17,75,46,63,55,A
29.04.2023,Sivasspor,Fenerbahce,14,2,41,80,36,36,11,25,8,5,17,6,46,87,54,42,A
29.04.2023,Ankaragucu,Kasimpasa,11,10,42,43,36,36,12,12,6,7,18,17,43,45,53,61,D
30.04.2023,Istanbul Basaksehir,Hatayspor,5,19,62,23,36,36,18,6,8,5,10,25,54,19,37,83,H
30.04.2023,Kayserispor,Gazişehir Gaziantep,9,18,47,25,36,36,15,6,5,7,16,23,55,31,61,72,H
30.04.2023,Besiktas,Galatasaray,3,1,78,88,36,36,23,28,9,4,4,4,78,83,36,27,H
01.05.2023,İstanbulspor,Giresunspor,12,16,41,40,36,36,12,10,5,10,19,16,47,42,63,60,H
06.05.2023,Antalyaspor,Besiktas,13,3,41,78,36,36,11,23,8,9,17,4,46,78,55,36,A
06.05.2023,Adana Demirspor,Alanyaspor,4,15,69,41,36,36,20,11,9,8,7,17,76,54,45,70,H
07.05.2023,Gazişehir Gaziantep,Fatih Karagümrük,18,7,25,51,36,36,6,13,7,12,23,11,31,75,72,63,A
07.05.2023,Hatayspor,İstanbulspor,19,12,23,41,36,36,6,12,5,5,25,19,19,47,83,63,A
07.05.2023,Ümraniyespor,Sivasspor,17,14,30,41,36,36,7,11,9,8,20,17,47,46,64,54,H
07.05.2023,Konyaspor,Kayserispor,8,9,51,47,36,36,12,15,15,5,9,16,49,55,41,61,D
07.05.2023,Giresunspor,Fenerbahce,16,2,40,80,36,36,10,25,10,5,16,6,42,87,60,42,D
08.05.2023,Galatasaray,Istanbul Basaksehir,1,5,88,62,36,36,28,18,4,8,4,10,83,54,27,37,H
08.05.2023,Trabzonspor,Ankaragucu,6,11,57,42,36,36,17,12,6,6,13,18,64,43,54,53,H
16.05.2023,Sivasspor,Kasimpasa,14,10,41,43,36,36,11,12,8,7,17,17,46,45,54,61,A
16.05.2023,Alanyaspor,Konyaspor,15,8,41,51,36,36,11,12,8,15,17,9,54,49,70,41,A
16.05.2023,İstanbulspor,Galatasaray,12,1,41,88,36,36,12,28,5,4,19,4,47,83,63,27,A
17.05.2023,Besiktas,Gazişehir Gaziantep,3,18,78,25,36,36,23,6,9,7,4,23,78,31,36,72,H
17.05.2023,Giresunspor,Hatayspor,16,19,40,23,36,36,10,6,10,5,16,25,42,19,60,83,H
17.05.2023,Istanbul Basaksehir,Ümraniyespor,5,17,62,30,36,36,18,7,8,9,10,20,54,47,37,64,D
17.05.2023,Ankaragucu,Antalyaspor,11,13,42,41,36,36,12,11,6,8,18,17,43,46,53,55,D
17.05.2023,Fatih Karagümrük,Adana Demirspor,7,4,51,69,36,36,13,20,12,9,11,7,75,76,63,45,A
18.05.2023,Fenerbahce,Trabzonspor,2,6,80,57,36,36,25,17,5,6,6,13,87,64,42,54,H
20.05.2023,Kasimpasa,İstanbulspor,10,12,43,41,36,36,12,12,7,5,17,19,45,47,61,63,H
20.05.2023,Galatasaray,Sivasspor,1,14,88,41,36,36,28,11,4,8,4,17,83,46,27,54,H
20.05.2023,Kayserispor,Alanyaspor,9,15,47,41,36,36,15,11,5,8,16,17,55,54,61,70,A
21.05.2023,Gazişehir Gaziantep,Giresunspor,18,16,25,40,36,36,6,10,7,10,23,16,31,42,72,60,A
21.05.2023,Hatayspor,Fenerbahce,19,2,23,80,36,36,6,25,5,5,25,6,19,87,83,42,A
21.05.2023,Ümraniyespor,Ankaragucu,17,11,30,42,36,36,7,12,9,6,20,18,47,43,64,53,A
21.05.2023,Antalyaspor,Istanbul Basaksehir,13,5,41,62,36,36,11,18,8,8,17,10,46,54,55,37,D
21.05.2023,Adana Demirspor,Besiktas,4,3,69,78,36,36,20,23,9,9,7,4,76,78,45,36,A
22.05.2023,Trabzonspor,Fatih Karagümrük,6,7,57,51,36,36,17,13,6,12,13,11,64,75,54,63,H
30.05.2023,Istanbul Basaksehir,Gazişehir Gaziantep,5,18,62,25,36,36,18,6,8,7,10,23,54,31,37,72,H
30.05.2023,Hatayspor,Ümraniyespor,19,17,23,30,36,36,6,7,5,9,25,20,19,47,83,64,A
30.05.2023,Fenerbahce,Antalyaspor,2,13,80,41,36,36,25,11,5,8,6,17,87,46,42,55,H
30.05.2023,Alanyaspor,Kasimpasa,15,10,41,43,36,36,11,12,8,7,17,17,54,45,70,61,A
30.05.2023,Sivasspor,Konyaspor,14,8,41,51,36,36,11,12,8,15,17,9,46,49,54,41,H
30.05.2023,Ankaragucu,Galatasaray,11,1,42,88,36,36,12,28,6,4,18,4,43,83,53,27,A
30.05.2023,Giresunspor,Trabzonspor,16,6,40,57,36,36,10,17,10,6,16,13,42,64,60,54,A
30.05.2023,İstanbulspor,Adana Demirspor,12,4,41,69,36,36,12,20,5,9,19,7,47,76,63,45,A
30.05.2023,Fatih Karagümrük,Kayserispor,7,9,51,47,36,36,13,15,12,5,11,16,75,55,63,61,H
03.06.2023,Antalyaspor,Hatayspor,13,19,41,23,36,36,11,6,8,5,17,25,46,19,55,83,H
03.06.2023,Gazişehir Gaziantep,İstanbulspor,18,12,25,41,36,36,6,12,7,5,23,19,31,47,72,63,A
03.06.2023,Konyaspor,Fatih Karagümrük,8,7,51,51,36,36,12,13,15,12,9,11,49,75,41,63,D
03.06.2023,Trabzonspor,Alanyaspor,6,15,57,41,36,36,17,11,6,8,13,17,64,54,54,70,H
03.06.2023,Kayserispor,Ankaragucu,9,11,47,42,36,36,15,12,5,6,16,18,55,43,61,53,A
03.06.2023,Kasimpasa,Besiktas,10,3,43,78,36,36,12,23,7,9,17,4,45,78,61,36,A
03.06.2023,Adana Demirspor,Istanbul Basaksehir,4,5,69,62,36,36,20,18,9,8,7,10,76,54,45,37,A
03.06.2023,Ümraniyespor,Giresunspor,17,16,30,40,36,36,7,10,9,10,20,16,47,42,64,60,A
04.06.2023,Galatasaray,Fenerbahce,1,2,88,80,36,36,28,25,4,5,4,6,83,87,27,42,H
06.06.2023,Sivasspor,Kayserispor,14,9,41,47,36,36,11,15,8,5,17,16,46,55,54,61,D
06.06.2023,Fatih Karagümrük,Kasimpasa,7,10,51,43,36,36,13,12,12,7,11,17,75,45,63,61,H
06.06.2023,Istanbul Basaksehir,Trabzonspor,5,6,62,57,36,36,18,17,8,6,10,13,54,64,37,54,H
07.06.2023,Fenerbahce,Gazişehir Gaziantep,2,18,80,25,36,36,25,6,5,7,6,23,87,31,42,72,H
07.06.2023,Hatayspor,Galatasaray,19,1,23,88,36,36,6,28,5,4,25,4,19,83,83,27,A
07.06.2023,Besiktas,Konyaspor,3,8,78,51,36,36,23,12,9,15,4,9,78,49,36,41,D
07.06.2023,Ankaragucu,Adana Demirspor,11,4,42,69,36,36,12,20,6,9,18,7,43,76,53,45,A
07.06.2023,Giresunspor,Antalyaspor,16,13,40,41,36,36,10,11,10,8,16,17,42,46,60,55,H
07.06.2023,İstanbulspor,Ümraniyespor,12,17,41,30,36,36,12,7,5,9,19,20,47,47,63,64,H
11.08.2023,Trabzonspor,Antalyaspor,3,10,67,49,38,38,21,12,4,13,13,13,69,44,50,49,H
12.08.2023,Konyaspor,İstanbulspor,16,20,41,16,38,38,9,4,14,7,15,27,40,27,53,80,D
12.08.2023,Kasimpasa,Ankaragucu,5,17,56,40,38,38,16,8,8,16,14,14,62,46,65,52,H
12.08.2023,Kayserispor,Galatasaray,14,1,42,102,38,38,11,33,12,3,15,2,44,92,57,26,D
12.08.2023,Pendikspor,Hatayspor,19,15,37,41,38,38,9,9,10,14,19,15,42,45,73,52,A
13.08.2023,Sivasspor,Samsunspor,7,13,54,43,38,38,14,11,12,10,12,17,47,42,54,52,D
13.08.2023,Fenerbahce,Gazişehir Gaziantep,2,11,99,44,38,38,31,12,6,8,1,18,99,50,31,57,H
13.08.2023,Adana Demirspor,Rizespor,12,9,44,50,38,38,10,14,14,8,14,16,54,48,61,58,H
14.08.2023,Alanyaspor,Istanbul Basaksehir,8,4,52,61,38,38,12,18,16,7,10,13,53,57,50,43,H
14.08.2023,Fatih Karagümrük,Besiktas,18,6,40,56,38,38,10,16,10,8,18,14,49,52,52,47,A
18.08.2023,Antalyaspor,Konyaspor,10,16,49,41,38,38,12,9,13,14,13,15,44,40,49,53,D
18.08.2023,İstanbulspor,Kayserispor,20,14,16,42,38,38,4,11,7,12,27,15,27,44,80,57,D
19.08.2023,Rizespor,Alanyaspor,9,8,50,52,38,38,14,12,8,16,16,10,48,53,58,50,D
19.08.2023,Galatasaray,Trabzonspor,1,3,102,67,38,38,33,21,3,4,2,13,92,69,26,50,H
19.08.2023,Hatayspor,Kasimpasa,15,5,41,56,38,38,9,16,14,8,15,14,45,62,52,65,D
20.08.2023,Istanbul Basaksehir,Fatih Karagümrük,4,18,61,40,38,38,18,10,7,10,13,18,57,49,43,52,A
20.08.2023,Besiktas,Pendikspor,6,19,56,37,38,38,16,9,8,10,14,19,52,42,47,73,D
20.08.2023,Gazişehir Gaziantep,Sivasspor,11,7,44,54,38,38,12,14,8,12,18,12,50,47,57,54,A
21.08.2023,Ankaragucu,Adana Demirspor,17,12,40,44,38,38,8,10,16,14,14,14,46,54,52,61,D
21.08.2023,Samsunspor,Fenerbahce,13,2,43,99,38,38,11,31,10,6,17,1,42,99,52,31,A
25.08.2023,Konyaspor,Gazişehir Gaziantep,16,11,41,44,38,38,9,12,14,8,15,18,40,50,53,57,H
26.08.2023,Trabzonspor,Rizespor,3,9,67,50,38,38,21,14,4,8,13,16,69,48,50,58,A
26.08.2023,Kasimpasa,Pendikspor,5,19,56,37,38,38,16,9,8,10,14,19,62,42,65,73,D
26.08.2023,Sivasspor,Antalyaspor,7,10,54,49,38,38,14,12,12,13,12,13,47,44,54,49,D
27.08.2023,Kayserispor,Samsunspor,14,13,42,43,38,38,11,11,12,10,15,17,44,42,57,52,H
27.08.2023,Fatih Karagümrük,Ankaragucu,18,17,40,40,38,38,10,8,10,16,18,14,49,46,52,52,D
27.08.2023,Alanyaspor,Hatayspor,8,15,52,41,38,38,12,9,16,14,10,15,53,45,50,52,D
01.09.2023,Kasimpasa,Trabzonspor,5,3,56,67,38,38,16,21,8,4,14,13,62,69,65,50,A
01.09.2023,Rizespor,Fatih Karagümrük,9,18,50,40,38,38,14,10,8,10,16,18,48,49,58,52,H
02.09.2023,Istanbul Basaksehir,Konyaspor,4,16,61,41,38,38,18,9,7,14,13,15,57,40,43,53,A
02.09.2023,Pendikspor,Alanyaspor,19,8,37,52,38,38,9,12,10,16,19,10,42,53,73,50,D
02.09.2023,Antalyaspor,Kayserispor,10,14,49,42,38,38,12,11,13,12,13,15,44,44,49,57,D
02.09.2023,Gazişehir Gaziantep,Galatasaray,11,1,44,102,38,38,12,33,8,3,18,2,50,92,57,26,A
03.09.2023,Besiktas,Sivasspor,6,7,56,54,38,38,16,14,8,12,14,12,52,47,47,54,H
03.09.2023,Ankaragucu,Fenerbahce,17,2,40,99,38,38,8,31,16,6,14,1,46,99,52,31,A
03.09.2023,Hatayspor,Adana Demirspor,15,12,41,44,38,38,9,10,14,14,15,14,45,54,52,61,D
16.09.2023,Konyaspor,Rizespor,16,9,41,50,38,38,9,14,14,8,15,16,40,48,53,58,A
16.09.2023,Kayserispor,Gazişehir Gaziantep,14,11,42,44,38,38,11,12,12,8,15,18,44,50,57,57,H
16.09.2023,Galatasaray,Samsunspor,1,13,102,43,38,38,33,11,3,10,2,17,92,42,26,52,H
16.09.2023,Adana Demirspor,Pendikspor,12,19,44,37,38,38,10,9,14,10,14,19,54,42,61,73,H
17.09.2023,Fenerbahce,Antalyaspor,2,10,99,49,38,38,31,12,6,13,1,13,99,44,31,49,H
17.09.2023,İstanbulspor,Istanbul Basaksehir,20,4,16,61,38,38,4,18,7,7,27,13,27,57,80,43,A
17.09.2023,Alanyaspor,Kasimpasa,8,5,52,56,38,38,12,16,16,8,10,14,53,62,50,65,D
17.09.2023,Trabzonspor,Besiktas,3,6,67,56,38,38,21,16,4,8,13,14,69,52,50,47,H
18.09.2023,Sivasspor,Ankaragucu,7,17,54,40,38,38,14,8,12,16,12,14,47,46,54,52,A
18.09.2023,Fatih Karagümrük,Hatayspor,18,15,40,41,38,38,10,9,10,14,18,15,49,45,52,52,D
22.09.2023,Gazişehir Gaziantep,İstanbulspor,11,20,44,16,38,38,12,4,8,7,18,27,50,27,57,80,H
23.09.2023,Rizespor,Sivasspor,9,7,50,54,38,38,14,14,8,12,16,12,48,47,58,54,D
23.09.2023,Pendikspor,Fatih Karagümrük,19,18,37,40,38,38,9,10,10,10,19,18,42,49,73,52,D
23.09.2023,Istanbul Basaksehir,Galatasaray,4,1,61,102,38,38,18,33,7,3,13,2,57,92,43,26,A
23.09.2023,Antalyaspor,Samsunspor,10,13,49,43,38,38,12,11,13,10,13,17,44,42,49,52,H
24.09.2023,Besiktas,Kayserispor,6,14,56,42,38,38,16,11,8,12,14,15,52,44,47,57,H
24.09.2023,Ankaragucu,Konyaspor,17,16,40,41,38,38,8,9,16,14,14,15,46,40,52,53,D
24.09.2023,Alanyaspor,Fenerbahce,8,2,52,99,38,38,12,31,16,6,10,1,53,99,50,31,A
24.09.2023,Kasimpasa,Adana Demirspor,5,12,56,44,38,38,16,10,8,14,14,14,62,54,65,61,H
25.09.2023,Hatayspor,Trabzonspor,15,3,41,67,38,38,9,21,14,4,15,13,45,69,52,50,H
26.09.2023,İstanbulspor,Galatasaray,20,1,16,102,38,38,4,33,7,3,27,2,27,92,80,26,A
27.09.2023,Adana Demirspor,Besiktas,12,6,44,56,38,38,10,16,14,8,14,14,54,52,61,47,H
28.09.2023,Fenerbahce,Istanbul Basaksehir,2,4,99,61,38,38,31,18,6,7,1,13,99,57,31,43,H
29.09.2023,Samsunspor,Gazişehir Gaziantep,13,11,43,44,38,38,11,12,10,8,17,18,42,50,52,57,A
30.09.2023,Sivasspor,Hatayspor,7,15,54,41,38,38,14,9,12,14,12,15,47,45,54,52,D
30.09.2023,Trabzonspor,Pendikspor,3,19,67,37,38,38,21,9,4,10,13,19,69,42,50,73,H
30.09.2023,İstanbulspor,Antalyaspor,20,10,16,49,38,38,4,12,7,13,27,13,27,44,80,49,A
30.09.2023,Galatasaray,Ankaragucu,1,17,102,40,38,38,33,8,3,16,2,14,92,46,26,52,H
01.10.2023,Fatih Karagümrük,Kasimpasa,18,5,40,56,38,38,10,16,10,8,18,14,49,62,52,65,A
01.10.2023,Fenerbahce,Rizespor,2,9,99,50,38,38,31,14,6,8,1,16,99,48,31,58,H
01.10.2023,Konyaspor,Besiktas,16,6,41,56,38,38,9,16,14,8,15,14,40,52,53,47,A
01.10.2023,Adana Demirspor,Alanyaspor,12,8,44,52,38,38,10,12,14,16,14,10,54,53,61,50,H
02.10.2023,Kayserispor,Istanbul Basaksehir,14,4,42,61,38,38,11,18,12,7,15,13,44,57,57,43,D
06.10.2023,Alanyaspor,Fatih Karagümrük,8,18,52,40,38,38,12,10,16,10,10,18,53,49,50,52,H
06.10.2023,Adana Demirspor,Trabzonspor,12,3,44,67,38,38,10,21,14,4,14,13,54,69,61,50,H
07.10.2023,Pendikspor,Sivasspor,19,7,37,54,38,38,9,14,10,12,19,12,42,47,73,54,A
07.10.2023,Ankaragucu,Kayserispor,17,14,40,42,38,38,8,11,16,12,14,15,46,44,52,57,H
07.10.2023,Istanbul Basaksehir,Gazişehir Gaziantep,4,11,61,44,38,38,18,12,7,8,13,18,57,50,43,57,H
07.10.2023,Antalyaspor,Galatasaray,10,1,49,102,38,38,12,33,13,3,13,2,44,92,49,26,A
08.10.2023,Rizespor,Samsunspor,9,13,50,43,38,38,14,11,8,10,16,17,48,42,58,52,H
08.10.2023,Besiktas,İstanbulspor,6,20,56,16,38,38,16,4,8,7,14,27,52,27,47,80,H
08.10.2023,Kasimpasa,Fenerbahce,5,2,56,99,38,38,16,31,8,6,14,1,62,99,65,31,A
08.10.2023,Hatayspor,Konyaspor,15,16,41,41,38,38,9,9,14,14,15,15,45,40,52,53,H
21.10.2023,Kayserispor,Rizespor,14,9,42,50,38,38,11,14,12,8,15,16,44,48,57,58,H
21.10.2023,Konyaspor,Pendikspor,16,19,41,37,38,38,9,9,14,10,15,19,40,42,53,73,A
21.10.2023,Gazişehir Gaziantep,Antalyaspor,11,10,44,49,38,38,12,12,8,13,18,13,50,44,57,49,H
21.10.2023,Galatasaray,Besiktas,1,6,102,56,38,38,33,16,3,8,2,14,92,52,26,47,H
22.10.2023,Sivasspor,Kasimpasa,7,5,54,56,38,38,14,16,12,8,12,14,47,62,54,65,A
22.10.2023,İstanbulspor,Ankaragucu,20,17,16,40,38,38,4,8,7,16,27,14,27,46,80,52,H
22.10.2023,Fenerbahce,Hatayspor,2,15,99,41,38,38,31,9,6,14,1,15,99,45,31,52,H
22.10.2023,Samsunspor,Istanbul Basaksehir,13,4,43,61,38,38,11,18,10,7,17,13,42,57,52,43,D
23.10.2023,Trabzonspor,Alanyaspor,3,8,67,52,38,38,21,12,4,16,13,10,69,53,50,50,H
23.10.2023,Fatih Karagümrük,Adana Demirspor,18,12,40,44,38,38,10,10,10,14,18,14,49,54,52,61,H
27.10.2023,Kasimpasa,İstanbulspor,5,20,56,16,38,38,16,4,8,7,14,27,62,27,65,80,H
27.10.2023,Hatayspor,Kayserispor,15,14,41,42,38,38,9,11,14,12,15,15,45,44,52,57,A
28.10.2023,Alanyaspor,Sivasspor,8,7,52,54,38,38,12,14,16,12,10,12,53,47,50,54,A
28.10.2023,Rizespor,Galatasaray,9,1,50,102,38,38,14,33,8,3,16,2,48,92,58,26,A
28.10.2023,Adana Demirspor,Konyaspor,12,16,44,41,38,38,10,9,14,14,14,15,54,40,61,53,H
29.10.2023,Fatih Karagümrük,Trabzonspor,18,3,40,67,38,38,10,21,10,4,18,13,49,69,52,50,D
29.10.2023,Antalyaspor,Istanbul Basaksehir,10,4,49,61,38,38,12,18,13,7,13,13,44,57,49,43,H
29.10.2023,Ankaragucu,Samsunspor,17,13,40,43,38,38,8,11,16,10,14,17,46,42,52,52,H
29.10.2023,Pendikspor,Fenerbahce,19,2,37,99,38,38,9,31,10,6,19,1,42,99,73,31,A
30.10.2023,Besiktas,Gazişehir Gaziantep,6,11,56,44,38,38,16,12,8,8,14,18,52,50,47,57,H
03.11.2023,Galatasaray,Kasimpasa,1,5,102,56,38,38,33,16,3,8,2,14,92,62,26,65,H
04.11.2023,İstanbulspor,Pendikspor,20,19,16,37,38,38,4,9,7,10,27,19,27,42,80,73,A
04.11.2023,Samsunspor,Hatayspor,13,15,43,41,38,38,11,9,10,14,17,15,42,45,52,52,H
04.11.2023,Fenerbahce,Trabzonspor,2,3,99,67,38,38,31,21,6,4,1,13,99,69,31,50,A
05.11.2023,Sivasspor,Adana Demirspor,7,12,54,44,38,38,14,10,12,14,12,14,47,54,54,61,D
05.11.2023,Istanbul Basaksehir,Ankaragucu,4,17,61,40,38,38,18,8,7,16,13,14,57,46,43,52,D
05.11.2023,Konyaspor,Fatih Karagümrük,16,18,41,40,38,38,9,10,14,10,15,18,40,49,53,52,D
05.11.2023,Antalyaspor,Besiktas,10,6,49,56,38,38,12,16,13,8,13,14,44,52,49,47,H
06.11.2023,Kayserispor,Alanyaspor,14,8,42,52,38,38,11,12,12,16,15,10,44,53,57,50,H
06.11.2023,Gazişehir Gaziantep,Rizespor,11,9,44,50,38,38,12,14,8,8,18,16,50,48,57,58,H
08.11.2023,Samsunspor,İstanbulspor,13,20,43,16,38,38,11,4,10,7,17,27,42,27,52,80,H
10.11.2023,Trabzonspor,Konyaspor,3,16,67,41,38,38,21,9,4,14,13,15,69,40,50,53,H
10.11.2023,Ankaragucu,Antalyaspor,17,10,40,49,38,38,8,12,16,13,14,13,46,44,52,49,A
11.11.2023,Kasimpasa,Kayserispor,5,14,56,42,38,38,16,11,8,12,14,15,62,44,65,57,A
11.11.2023,Alanyaspor,Gazişehir Gaziantep,8,11,52,44,38,38,12,12,16,8,10,18,53,50,50,57,A
11.11.2023,Fatih Karagümrük,Sivasspor,18,7,40,54,38,38,10,14,10,12,18,12,49,47,52,54,H
11.11.2023,Hatayspor,Galatasaray,15,1,41,102,38,38,9,33,14,3,15,2,45,92,52,26,H
12.11.2023,Pendikspor,Samsunspor,19,13,37,43,38,38,9,11,10,10,19,17,42,42,73,52,H
12.11.2023,Besiktas,Istanbul Basaksehir,6,4,56,61,38,38,16,18,8,7,14,13,52,57,47,43,H
12.11.2023,Rizespor,İstanbulspor,9,20,50,16,38,38,14,4,8,7,16,27,48,27,58,80,H
12.11.2023,Adana Demirspor,Fenerbahce,12,2,44,99,38,38,10,31,14,6,14,1,54,99,61,31,D
25.11.2023,İstanbulspor,Hatayspor,20,15,16,41,38,38,4,9,7,14,27,15,27,45,80,52,H
25.11.2023,Konyaspor,Kasimpasa,16,5,41,56,38,38,9,16,14,8,15,14,40,62,53,65,H
25.11.2023,Gazişehir Gaziantep,Ankaragucu,11,17,44,40,38,38,12,8,8,16,18,14,50,46,57,52,A
25.11.2023,Galatasaray,Alanyaspor,1,8,102,52,38,38,33,12,3,16,2,10,92,53,26,50,H
26.11.2023,Kayserispor,Adana Demirspor,14,12,42,44,38,38,11,10,12,14,15,14,44,54,57,61,D
26.11.2023,Antalyaspor,Rizespor,10,9,49,50,38,38,12,14,13,8,13,16,44,48,49,58,D
26.11.2023,Samsunspor,Besiktas,13,6,43,56,38,38,11,16,10,8,17,14,42,52,52,47,A
26.11.2023,Fenerbahce,Fatih Karagümrük,2,18,99,40,38,38,31,10,6,10,1,18,99,49,31,52,H
27.11.2023,Istanbul Basaksehir,Pendikspor,4,19,61,37,38,38,18,9,7,10,13,19,57,42,43,73,H
27.11.2023,Sivasspor,Trabzonspor,7,3,54,67,38,38,14,21,12,4,12,13,47,69,54,50,D
01.12.2023,Hatayspor,Antalyaspor,15,10,41,49,38,38,9,12,14,13,15,13,45,44,52,49,D
01.12.2023,Fatih Karagümrük,İstanbulspor,18,20,40,16,38,38,10,4,10,7,18,27,49,27,52,80,H
02.12.2023,Alanyaspor,Konyaspor,8,16,52,41,38,38,12,9,16,14,10,15,53,40,50,53,D
02.12.2023,Rizespor,Istanbul Basaksehir,9,4,50,61,38,38,14,18,8,7,16,13,48,57,58,43,H
