tarih,ev_sahibi,deplasman,sonuc,skor,sezon,ev_puan_ort,ev_gol_ort,ev_yenilen_gol_ort,ev_galibiyet_orani,ev_lig_sirasi,dep_puan_ort,dep_gol_ort,dep_yenilen_gol_ort,dep_galibiyet_orani,dep_lig_sirasi
2023-05-21,Hatayspor,Fenerbahce,2,0-3,2022,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2
2023-05-20,Kayserispor,Alanyaspor,2,0-4,2022,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8
2023-05-20,Galatasaray,Sivasspor,1,2-0,2022,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7
2023-05-20,Kasimpasa,İstanbulspor,1,1-0,2022,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20
2023-05-18,Fenerbahce,Trabzonspor,1,3-1,2022,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3
2023-05-17,Besiktas,Gazişehir Gaziantep,1,3-0,2022,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11
2023-05-17,Ankaragucu,Antalyaspor,X,1-1,2022,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10
2023-05-17,Fatih Karagümrük,Adana Demirspor,2,2-3,2022,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12
2023-05-16,İstanbulspor,Galatasaray,2,0-2,2022,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1
2023-05-16,Alanyaspor,Konyaspor,2,0-3,2022,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16
2023-05-16,Sivasspor,Kasimpasa,2,1-2,2022,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5
2023-05-08,Trabzonspor,Ankaragucu,1,2-0,2022,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17
2023-05-08,Galatasaray,Istanbul Basaksehir,1,1-0,2022,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4
2023-05-07,Gazişehir Gaziantep,Fatih Karagümrük,2,0-3,2022,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18
2023-05-07,Hatayspor,İstanbulspor,2,0-3,2022,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20
2023-05-07,Konyaspor,Kayserispor,X,2-2,2022,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14
2023-05-06,Adana Demirspor,Alanyaspor,1,4-2,2022,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8
2023-05-06,Antalyaspor,Besiktas,2,1-3,2022,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6
2023-04-30,Besiktas,Galatasaray,1,3-1,2022,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1
2023-04-30,Kayserispor,Gazişehir Gaziantep,1,3-0,2022,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11
2023-04-30,Istanbul Basaksehir,Hatayspor,1,3-0,2022,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15
2023-04-29,Fatih Karagümrük,Antalyaspor,2,0-1,2022,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10
2023-04-29,Konyaspor,Trabzonspor,1,2-1,2022,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3
2023-04-29,Sivasspor,Fenerbahce,2,1-3,2022,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2
2023-04-29,Ankaragucu,Kasimpasa,X,0-0,2022,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5
2023-04-24,Antalyaspor,Sivasspor,2,1-2,2022,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7
2023-04-24,Fenerbahce,İstanbulspor,X,3-3,2022,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20
2023-04-23,Galatasaray,Fatih Karagümrük,X,3-3,2022,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18
2023-04-23,Adana Demirspor,Kayserispor,1,5-3,2022,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14
2023-04-23,Kasimpasa,Konyaspor,2,1-2,2022,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16
2023-04-23,Hatayspor,Ankaragucu,2,0-3,2022,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17
2023-04-23,Gazişehir Gaziantep,Alanyaspor,2,0-3,2022,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8
2023-04-20,Sivasspor,Trabzonspor,1,4-1,2022,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3
2023-04-19,Besiktas,Hatayspor,1,3-0,2022,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15
2023-04-19,Konyaspor,Adana Demirspor,2,1-2,2022,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12
2023-04-19,Istanbul Basaksehir,Fenerbahce,2,1-2,2022,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2
2023-04-19,İstanbulspor,Antalyaspor,X,3-3,2022,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10
2023-04-19,Kayserispor,Kasimpasa,X,0-0,2022,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5
2023-04-18,Alanyaspor,Galatasaray,2,1-4,2022,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1
2023-04-16,Hatayspor,Fatih Karagümrük,2,0-3,2022,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18
2023-04-16,Gazişehir Gaziantep,Konyaspor,2,0-3,2022,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16
2023-04-16,Trabzonspor,Besiktas,X,0-0,2022,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6
2023-04-15,Fenerbahce,Ankaragucu,1,2-1,2022,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17
2023-04-15,İstanbulspor,Istanbul Basaksehir,1,1-0,2022,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4
2023-04-15,Adana Demirspor,Kasimpasa,1,5-0,2022,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5
2023-04-14,Antalyaspor,Alanyaspor,1,3-1,2022,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8
2023-04-14,Galatasaray,Kayserispor,1,6-0,2022,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14
2023-04-10,Fatih Karagümrük,Fenerbahce,2,1-2,2022,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2
2023-04-09,Sivasspor,Istanbul Basaksehir,X,1-1,2022,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4
2023-04-09,Adana Demirspor,Gazişehir Gaziantep,1,3-0,2022,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11
2023-04-09,Alanyaspor,Hatayspor,1,3-0,2022,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15
2023-04-08,Kasimpasa,Trabzonspor,1,2-0,2022,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3
2023-04-08,Ankaragucu,İstanbulspor,1,3-2,2022,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20
2023-04-07,Konyaspor,Antalyaspor,X,1-1,2022,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10
2023-04-03,İstanbulspor,Fatih Karagümrük,2,0-1,2022,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18
2023-04-02,Gazişehir Gaziantep,Kasimpasa,2,0-3,2022,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5
2023-04-02,Hatayspor,Sivasspor,2,0-3,2022,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7
2023-04-02,Fenerbahce,Besiktas,2,2-4,2022,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6
2023-04-01,Galatasaray,Adana Demirspor,1,2-0,2022,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12
2023-04-01,Trabzonspor,Kayserispor,2,3-4,2022,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14
2023-04-01,Istanbul Basaksehir,Ankaragucu,1,1-0,2022,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17
2023-03-19,Kayserispor,Hatayspor,1,3-0,2022,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15
2023-03-19,Alanyaspor,Fenerbahce,2,1-3,2022,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2
2023-03-19,Fatih Karagümrük,Istanbul Basaksehir,X,2-2,2022,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4
2023-03-19,Sivasspor,Ankaragucu,1,2-0,2022,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17
2023-03-18,Besiktas,İstanbulspor,1,3-1,2022,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20
2023-03-18,Adana Demirspor,Antalyaspor,1,2-0,2022,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10
2023-03-17,Konyaspor,Galatasaray,1,2-1,2022,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1
2023-03-13,İstanbulspor,Sivasspor,1,3-0,2022,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7
2023-03-12,Trabzonspor,Adana Demirspor,1,4-1,2022,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12
2023-03-12,Hatayspor,Konyaspor,2,0-3,2022,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16
2023-03-12,Ankaragucu,Alanyaspor,1,2-0,2022,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8
2023-03-12,Istanbul Basaksehir,Besiktas,2,0-2,2022,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6
2023-03-11,Galatasaray,Kasimpasa,1,1-0,2022,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5
2023-03-11,Antalyaspor,Kayserispor,1,4-0,2022,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14
2023-03-06,Kasimpasa,Antalyaspor,1,3-1,2022,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10
2023-03-05,Gazişehir Gaziantep,Galatasaray,2,0-3,2022,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1
2023-03-05,Besiktas,Ankaragucu,1,2-1,2022,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17
2023-03-05,Adana Demirspor,Hatayspor,1,3-0,2022,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15
2023-03-04,Kayserispor,Fenerbahce,2,1-2,2022,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2
2023-03-04,Fatih Karagümrük,Sivasspor,1,4-3,2022,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7
2023-03-03,Alanyaspor,Istanbul Basaksehir,1,1-0,2022,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4
2023-02-26,Besiktas,Antalyaspor,X,0-0,2022,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10
2023-02-25,Fenerbahce,Konyaspor,1,4-0,2022,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16
2023-02-05,Galatasaray,Trabzonspor,1,2-1,2022,2.6842105263157894,2.4210526315789473,0.6842105263157895,0.868421052631579,1,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3
2023-02-05,Hatayspor,Kasimpasa,1,1-0,2022,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5
2023-02-05,İstanbulspor,Alanyaspor,1,2-1,2022,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8
2023-02-04,Ankaragucu,Fatih Karagümrük,2,0-2,2022,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18
2023-02-04,Antalyaspor,Gazişehir Gaziantep,1,1-0,2022,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11
2023-02-04,Sivasspor,Besiktas,1,1-0,2022,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6
2023-02-02,Kayserispor,Istanbul Basaksehir,1,1-0,2022,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4
2023-02-02,Konyaspor,İstanbulspor,2,0-1,2022,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20
2023-02-02,Adana Demirspor,Fenerbahce,X,1-1,2022,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2
2023-02-01,Trabzonspor,Antalyaspor,1,2-0,2022,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3,1.2894736842105263,1.1578947368421053,1.2894736842105263,0.3157894736842105,10
2023-02-01,Gazişehir Gaziantep,Hatayspor,1,4-1,2022,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15
2023-01-31,Fatih Karagümrük,Besiktas,X,1-1,2022,1.0526315789473684,1.2894736842105263,1.368421052631579,0.2631578947368421,18,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6
2023-01-31,Alanyaspor,Sivasspor,2,0-3,2022,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7
2023-01-29,Fenerbahce,Kasimpasa,1,5-1,2022,2.6052631578947367,2.6052631578947367,0.8157894736842105,0.8157894736842105,2,1.4736842105263157,1.631578947368421,1.7105263157894737,0.42105263157894735,5
2023-01-29,Istanbul Basaksehir,Konyaspor,1,2-0,2022,1.605263157894737,1.5,1.131578947368421,0.47368421052631576,4,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16
2023-01-29,İstanbulspor,Kayserispor,2,2-4,2022,0.42105263157894735,0.7105263157894737,2.1052631578947367,0.10526315789473684,20,1.105263157894737,1.1578947368421053,1.5,0.2894736842105263,14
2023-01-28,Hatayspor,Trabzonspor,1,2-1,2022,1.0789473684210527,1.1842105263157894,1.368421052631579,0.23684210526315788,15,1.763157894736842,1.8157894736842106,1.3157894736842106,0.5526315789473685,3
2023-01-28,Ankaragucu,Gazişehir Gaziantep,2,0-2,2022,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17,1.1578947368421053,1.3157894736842106,1.5,0.3157894736842105,11
2023-01-28,Sivasspor,Adana Demirspor,2,1-2,2022,1.4210526315789473,1.236842105263158,1.4210526315789473,0.3684210526315789,7,1.1578947368421053,1.4210526315789473,1.605263157894737,0.2631578947368421,12
2023-01-27,Besiktas,Alanyaspor,1,3-0,2022,1.4736842105263157,1.368421052631579,1.236842105263158,0.42105263157894735,6,1.368421052631579,1.394736842105263,1.3157894736842106,0.3157894736842105,8
2023-01-23,Konyaspor,Ankaragucu,2,0-1,2022,1.0789473684210527,1.0526315789473684,1.394736842105263,0.23684210526315788,16,1.0526315789473684,1.2105263157894737,1.368421052631579,0.21052631578947367,17
