home_team_form,home_team_goals_scored,home_team_goals_conceded,home_team_wins,home_team_draws,home_team_losses,home_team_first_half_goals,home_team_clean_sheets,home_team_both_scored,home_team_over_25,home_team_last_5_form,home_team_last_5_goals,home_team_win_streak,home_team_unbeaten,home_team_scoring_streak,home_team_form_trend,home_team_goals_trend,home_team_conceded_trend,home_team_last_3_goals_avg,home_team_last_3_conceded_avg,home_team_first_half_dominance,home_team_second_half_dominance,home_team_comebacks,away_team_form,away_team_goals_scored,away_team_goals_conceded,away_team_wins,away_team_draws,away_team_losses,away_team_first_half_goals,away_team_clean_sheets,away_team_both_scored,away_team_over_25,away_team_last_5_form,away_team_last_5_goals,away_team_win_streak,away_team_unbeaten,away_team_scoring_streak,away_team_form_trend,away_team_goals_trend,away_team_conceded_trend,away_team_last_3_goals_avg,away_team_last_3_conceded_avg,away_team_first_half_dominance,away_team_second_half_dominance,away_team_comebacks,result,both_scored,over_25,total_goals,first_half_goals
35.0,23,38,4,6,10,10,4,9,9,0.0,1,0,0,0,-0.67,0.33,0.17,0.33,2.67,3,5,3,42.5,33,39,6,5,9,15,4,13,16,0.0,5,0,2,0,-0.57,-0.83,-1.33,0.67,1.67,6,9,0,0,0,0,0,0
40.0,27,38,7,2,11,14,3,12,12,0.0,8,0,0,0,-0.96,0.17,1.33,1.67,2.33,4,4,0,25.0,25,39,3,4,13,11,2,14,13,0.0,4,1,3,1,0.41,1.33,0.33,1.33,1.33,3,2,0,2,1,1,3,0
42.5,30,37,6,5,9,16,4,14,12,0.0,8,2,3,8,-0.57,1.0,1.17,2.0,2.67,4,7,1,37.5,23,37,4,7,9,10,5,9,9,0.0,1,0,2,4,-0.73,0.33,1.67,0.33,2.67,3,5,3,2,1,1,4,3
55.00000000000001,37,27,8,6,6,19,5,13,11,0.0,10,0,1,6,0.2,-0.83,0.67,1.67,0.67,10,8,2,40.0,28,39,7,2,11,14,3,13,13,0.0,9,0,3,3,-0.96,-0.33,1.33,1.67,2.33,4,4,0,0,1,1,4,0
62.5,29,30,9,7,4,14,6,12,10,0.0,5,0,3,0,-0.04,0.83,0.5,1.33,1.0,7,7,2,75.0,57,24,13,4,3,38,6,13,14,0.0,15,0,0,0,-0.18,0.83,1.83,3.33,2.33,17,7,1,2,0,0,1,0
62.5,40,29,11,3,6,12,5,11,13,0.0,13,0,1,1,1.41,0.17,0.0,2.67,1.0,6,11,3,60.0,36,25,9,6,5,20,4,13,12,0.0,5,2,2,2,-1.16,-0.83,-0.67,0.67,1.33,9,9,2,1,1,1,4,2
70.0,49,28,13,2,5,25,6,12,14,0.0,13,1,1,3,-0.84,1.83,1.83,3.33,2.33,9,12,1,65.0,28,24,11,4,5,7,8,9,11,0.0,6,1,1,1,0.57,2.0,-1.17,2.0,0.33,3,10,3,1,1,1,3,1
32.5,25,41,4,5,11,9,2,14,12,0.0,6,0,3,5,-0.22,-0.5,-0.33,1.0,1.67,3,5,0,65.0,40,24,11,4,5,17,5,12,15,0.0,6,0,0,0,-1.0,-0.5,-0.17,1.0,1.33,10,11,3,2,0,0,1,1
42.5,33,39,6,5,9,15,4,13,16,0.0,2,1,1,10,-0.57,0.67,-0.33,0.67,1.67,6,9,0,62.5,41,24,9,7,4,20,8,10,13,0.0,8,0,0,0,-0.04,-0.67,0.0,1.33,1.0,7,10,1,1,0,0,2,1
45.0,24,39,8,2,10,12,4,8,12,0.0,4,0,1,1,1.22,1.33,-2.17,1.33,0.33,6,4,0,27.500000000000004,23,38,4,3,13,11,1,13,14,0.0,3,0,0,2,-0.49,-0.67,-0.33,0.33,1.67,3,5,0,2,1,1,5,1
25.0,23,39,3,4,13,11,2,14,13,0.0,6,0,2,0,1.59,2.0,0.33,2.0,1.33,3,2,0,30.0,13,35,3,6,11,5,6,7,10,0.0,7,0,0,0,-0.1,-1.0,1.5,1.0,2.0,3,2,1,1,0,0,2,1
30.0,13,36,3,6,11,5,6,7,10,0.0,5,0,0,1,-0.49,-1.67,1.0,0.33,2.0,3,2,1,30.0,24,41,4,4,12,8,2,13,12,0.0,4,0,2,4,-0.55,-0.33,-0.83,0.67,1.67,2,5,0,1,1,1,7,3
32.5,25,37,5,3,12,12,1,13,14,0.0,5,0,0,1,0.12,0.0,0.5,1.0,2.0,4,5,0,70.0,50,29,13,2,5,26,5,13,15,0.0,14,0,0,2,-0.06,1.33,0.5,3.33,2.0,10,11,1,0,1,1,6,2
40.0,25,37,5,6,9,12,5,9,10,0.0,4,1,1,3,0.33,1.33,1.33,1.33,2.33,4,5,2,55.00000000000001,38,28,8,6,6,19,5,13,12,0.0,8,0,0,5,0.2,1.0,0.5,2.0,1.0,10,7,1,0,1,0,2,1
70.0,41,21,12,4,4,18,6,12,14,0.0,5,1,12,11,-1.18,-1.67,0.33,0.33,1.33,11,11,3,37.5,30,40,5,5,10,17,3,15,13,0.0,9,1,2,7,-0.39,-1.17,-1.0,1.33,2.0,4,6,1,1,1,1,5,4
80.0,58,23,14,4,2,38,7,13,14,0.0,13,1,13,20,-0.35,-1.5,-0.67,2.0,1.33,17,8,1,27.500000000000004,25,39,4,3,13,12,2,14,13,0.0,8,0,1,3,2.65,1.83,-0.83,2.33,0.67,4,3,0,0,1,0,2,1
55.00000000000001,34,27,8,6,6,19,4,13,12,0.0,5,1,1,1,-1.37,-0.83,0.5,0.67,2.0,8,8,2,42.5,32,39,6,5,9,14,4,13,15,0.0,4,0,0,9,0.61,1.33,-0.83,1.33,0.67,6,9,0,0,1,0,2,1
40.0,29,40,7,2,11,14,3,13,14,0.0,8,2,2,2,-0.57,0.17,-0.5,1.67,2.0,4,4,0,60.0,29,31,9,6,5,14,5,12,10,0.0,4,1,2,2,-1.16,-0.33,0.5,0.67,1.0,7,7,2,2,1,1,3,0
60.0,27,26,10,4,6,7,7,10,12,0.0,7,0,0,0,0.35,1.5,0.17,2.0,0.67,3,9,3,42.5,25,41,8,1,11,11,4,8,13,0.0,6,0,0,0,0.1,0.33,0.33,1.33,1.33,5,4,0,0,1,0,2,1
62.5,41,24,9,7,4,20,8,10,13,0.0,6,1,10,12,-0.43,-0.5,-0.17,1.0,1.33,7,10,1,65.0,42,29,12,2,6,14,5,11,14,0.0,15,0,0,0,1.29,-0.83,-0.83,2.67,0.67,7,11,3,0,0,0,0,0
32.5,29,41,4,5,11,16,3,15,13,0.0,9,0,1,6,-0.61,-0.33,-0.33,1.67,2.67,3,7,1,35.0,26,37,5,4,11,10,1,13,14,0.0,7,0,0,0,0.45,1.5,1.67,2.0,2.67,4,6,1,0,1,0,2,1
27.500000000000004,25,45,4,3,13,8,2,13,13,0.0,5,0,1,3,-0.49,0.0,0.33,1.0,2.33,2,5,0,35.0,25,41,6,2,12,10,3,13,14,0.0,8,1,1,1,-0.78,-0.67,-0.5,1.33,2.0,3,4,0,2,1,1,6,2
45.0,26,38,8,2,10,11,4,9,12,0.0,7,1,1,3,-0.75,-0.17,1.67,1.33,1.67,5,5,1,60.0,38,22,8,8,4,18,9,9,12,0.0,4,0,9,11,-1.1,-0.33,0.83,0.67,1.33,7,9,1,2,1,1,6,3
27.500000000000004,25,39,4,3,13,11,2,14,13,0.0,9,0,0,2,1.86,-0.33,-0.83,1.67,0.67,4,4,1,37.5,23,36,4,7,9,12,5,9,9,0.0,5,0,0,2,0.84,0.83,-3.33,1.33,0.67,4,5,2,2,1,1,4,2
57.49999999999999,38,27,8,7,5,20,5,13,11,0.0,8,0,3,4,0.14,1.0,0.0,2.0,1.0,11,6,1,77.5,55,24,13,5,2,36,6,14,13,0.0,12,0,12,20,0.16,-1.0,-1.5,2.0,1.0,17,7,1,1,1,1,4,1
72.5,51,29,13,3,4,27,5,13,15,0.0,15,0,1,1,-0.9,-1.67,1.17,2.33,2.67,10,11,1,52.5,33,28,7,7,6,17,3,14,12,0.0,4,0,0,0,-0.86,0.5,0.17,1.0,1.67,7,9,3,1,0,1,4,3
60.0,29,31,9,6,5,12,5,12,10,0.0,6,0,1,1,-0.37,-0.5,0.0,1.0,1.0,6,8,2,35.0,16,35,4,6,10,6,6,7,10,0.0,8,0,0,0,0.12,0.17,0.83,1.67,2.33,4,3,1,1,0,1,4,2
67.5,42,25,12,3,5,14,6,11,13,0.0,11,1,1,3,0.45,-0.5,-1.17,2.0,0.33,7,11,3,70.0,40,23,12,4,4,19,5,13,14,0.0,7,0,11,10,0.0,-0.17,1.17,1.33,1.67,11,10,3,1,0,0,2,1
45.0,32,35,6,6,8,15,4,13,14,0.0,5,1,2,8,0.55,0.0,-2.17,1.0,0.33,7,9,0,62.5,28,25,10,5,5,8,7,11,12,0.0,8,2,2,4,-0.49,0.17,0.5,1.67,1.0,4,9,3,2,0,0,1,0
40.0,24,43,7,2,11,11,3,10,12,0.0,6,0,0,2,-0.96,0.33,2.5,1.33,3.0,5,4,1,75.0,53,27,14,2,4,30,6,12,15,0.0,17,0,0,0,0.16,-1.0,-1.17,3.0,1.33,11,11,0,0,1,0,2,2
37.5,27,37,5,5,10,10,1,14,14,0.0,7,1,1,1,0.78,2.33,0.0,2.33,2.0,4,7,2,40.0,27,34,5,6,9,13,4,12,13,0.0,5,0,1,7,0.33,0.0,-0.33,1.0,0.67,6,8,0,1,1,1,3,1
52.5,33,29,7,7,6,17,3,14,12,0.0,3,2,2,10,-1.25,0.17,1.17,0.67,2.67,7,9,3,32.5,29,41,4,5,11,17,3,15,13,0.0,7,0,0,5,-0.61,-0.17,0.83,1.33,2.33,4,6,0,0,1,0,2,1
42.5,24,32,5,7,8,13,5,9,9,0.0,8,1,1,1,1.45,1.83,-2.0,2.33,1.0,5,5,2,62.5,31,29,10,5,5,13,6,11,10,0.0,8,0,0,0,0.29,1.0,-0.33,2.0,0.67,7,9,2,2,0,0,1,0
62.5,28,25,10,5,5,8,7,11,12,0.0,8,1,1,3,-0.49,-1.5,1.0,1.0,1.0,4,9,3,67.5,40,25,12,3,5,13,6,11,12,0.0,10,0,0,2,0.45,-0.83,-0.17,1.67,0.33,7,11,3,0,0,0,0,0
67.5,39,24,12,3,5,19,5,12,14,0.0,4,1,10,9,0.06,1.33,-0.67,1.33,1.33,11,9,2,27.500000000000004,25,40,4,3,13,10,2,14,13,0.0,9,1,1,1,0.69,-1.17,0.33,1.33,1.33,4,4,1,1,0,0,1,1
35.0,16,35,4,6,10,6,6,7,10,0.0,6,0,0,0,0.12,1.17,0.67,1.67,2.67,4,3,1,35.0,27,42,6,2,12,11,3,13,14,0.0,10,0,0,0,0.39,0.83,0.0,2.33,2.0,4,3,0,1,1,1,3,1
75.0,54,25,13,4,3,36,6,14,13,0.0,8,6,11,20,-0.96,-1.5,-0.67,1.0,1.33,17,7,1,25.0,25,47,4,2,14,7,2,13,13,0.0,6,0,0,2,-0.82,0.33,1.33,1.33,3.33,2,5,0,1,0,0,2,0
62.5,42,22,9,7,4,20,9,9,13,0.0,8,0,8,10,-0.43,0.17,0.0,1.67,1.0,7,10,1,60.0,40,27,9,6,5,19,5,13,12,0.0,10,2,2,3,0.02,0.0,0.83,2.0,1.33,10,7,2,1,0,1,3,3
55.00000000000001,38,30,8,6,6,18,4,13,13,0.0,9,1,1,2,-0.2,-1.17,0.67,1.33,1.67,9,6,2,40.0,18,33,5,6,9,6,6,8,10,0.0,7,0,0,1,1.12,2.33,-0.17,2.33,2.33,4,4,2,2,1,1,5,1
70.0,39,20,12,4,4,13,7,10,11,0.0,8,0,1,1,-0.39,-2.33,-0.5,0.67,0.0,7,11,3,37.5,21,31,4,7,9,13,5,8,8,0.0,7,0,0,0,0.45,-0.17,0.5,1.33,1.0,5,4,1,2,1,1,3,3
25.0,23,46,4,2,14,7,2,12,12,0.0,5,1,1,1,-0.82,0.83,2.67,1.33,3.67,2,4,0,37.5,25,37,5,5,10,9,1,14,14,0.0,9,0,0,0,0.78,0.5,-0.83,2.0,1.67,4,6,2,1,1,1,3,3
35.0,28,39,4,6,10,16,3,15,12,0.0,7,0,1,4,-0.27,-0.17,-0.83,1.33,1.67,3,7,1,60.0,26,25,9,6,5,6,7,11,12,0.0,6,0,0,2,0.02,-1.33,-0.67,0.67,0.33,3,9,3,1,0,0,1,0
37.5,26,34,5,5,10,12,4,12,13,0.0,4,0,0,6,-0.78,-0.33,1.33,0.67,1.33,6,8,0,42.5,24,40,7,3,10,11,3,10,11,0.0,6,1,1,1,-0.63,-0.5,0.33,1.0,2.33,5,4,1,1,0,0,2,1
22.5,22,41,3,3,14,8,1,14,12,0.0,6,0,0,0,-0.31,-1.33,1.17,0.67,1.67,3,3,1,50.0,29,29,6,8,6,17,3,14,11,0.0,4,1,1,9,-0.75,-0.33,0.0,0.67,2.0,7,8,3,1,1,1,4,3
67.5,32,24,11,5,4,13,7,11,9,0.0,8,3,3,5,1.29,1.83,-0.67,2.33,0.33,7,10,2,67.5,37,22,12,3,5,17,6,11,13,0.0,5,0,9,8,0.06,0.83,-0.17,1.33,1.33,11,9,2,2,0,0,1,0
35.0,28,42,6,2,12,12,3,14,15,0.0,9,0,0,0,0.0,0.5,0.0,2.0,2.0,5,3,0,75.0,51,25,13,4,3,34,6,14,12,0.0,9,5,10,20,-0.96,-1.17,0.33,1.33,1.33,16,7,1,2,1,1,3,0
77.5,54,26,14,3,3,31,6,13,15,0.0,12,3,3,3,-0.69,0.67,-1.17,2.67,1.33,11,11,0,65.0,43,20,10,6,4,22,10,8,13,0.0,10,0,7,9,0.63,1.67,-1.67,2.67,0.33,8,10,1,1,0,1,6,3
42.5,23,27,5,7,8,15,5,9,8,0.0,9,0,1,1,1.06,-0.33,0.0,1.67,1.0,6,4,1,25.0,23,46,4,2,14,9,2,12,12,0.0,6,0,0,0,0.35,0.33,-0.67,1.33,2.33,3,3,0,1,1,1,7,5
37.5,22,41,6,3,11,10,3,9,10,0.0,5,0,0,0,-0.84,-0.83,0.67,0.67,2.67,4,4,1,37.5,26,36,5,5,10,15,4,14,11,0.0,6,0,0,3,0.78,-0.5,-2.33,1.0,0.67,2,8,1,1,1,1,5,2
62.5,41,24,10,5,5,21,10,7,13,0.0,8,6,6,8,0.29,2.67,1.33,2.67,2.33,8,10,1,27.500000000000004,25,40,4,3,13,11,1,15,13,0.0,7,0,1,9,0.29,-0.17,1.17,1.33,1.67,4,3,1,1,1,1,3,1
45.0,27,31,5,8,7,14,3,14,11,0.0,4,0,0,8,-0.96,-0.33,0.67,0.67,2.67,6,9,3,50.0,35,33,7,6,7,15,3,14,13,0.0,8,0,0,1,-0.41,0.17,0.83,1.67,2.33,8,5,2,1,0,1,3,2
60.0,25,24,9,6,5,6,7,10,11,0.0,3,1,1,1,-0.37,-0.67,-1.17,0.33,0.33,3,9,3,62.5,30,25,10,5,5,13,6,11,9,0.0,7,2,2,4,0.29,0.67,-0.67,1.67,0.33,7,9,2,1,1,1,6,3
75.0,51,26,13,4,3,32,5,15,13,0.0,7,4,9,20,-0.18,0.67,0.83,1.67,1.33,15,8,1,45.0,20,33,6,6,8,7,6,8,10,0.0,10,0,0,0,0.94,-0.83,0.33,1.67,2.33,5,4,2,1,0,1,6,2
77.5,55,26,14,3,3,31,6,13,15,0.0,16,2,2,2,0.1,1.17,-1.67,3.67,0.33,11,11,0,42.5,27,31,6,5,9,13,5,11,12,0.0,6,0,0,5,-0.18,-0.5,0.5,1.0,1.0,7,8,0,1,1,1,7,4
37.5,26,34,5,5,10,10,1,15,14,0.0,10,1,1,3,0.39,-1.67,-1.17,1.33,1.33,4,6,2,67.5,38,20,12,3,5,13,7,10,11,0.0,6,0,0,0,-0.73,-0.5,0.17,1.0,0.67,7,11,3,0,1,0,2,0
70.0,35,19,13,2,5,17,7,10,12,0.0,6,4,8,7,-0.06,-1.33,-0.33,0.67,0.67,11,9,1,35.0,29,42,6,2,12,12,3,15,16,0.0,9,2,2,8,0.0,0.5,0.0,2.0,2.0,5,3,0,1,1,1,3,0
57.49999999999999,30,29,9,5,6,12,5,12,10,0.0,9,1,1,3,-0.71,-2.0,1.17,1.0,1.67,6,9,2,62.5,39,25,10,5,5,20,9,8,13,0.0,10,5,5,7,0.29,-0.83,1.83,1.67,2.33,8,9,1,1,0,0,2,0
30.0,29,44,5,2,13,12,2,16,17,0.0,8,1,1,7,-1.0,-1.5,0.0,1.0,2.0,5,2,0,45.0,27,28,6,6,8,17,5,9,9,0.0,11,0,0,0,0.94,0.33,0.33,2.33,1.33,7,5,1,0,1,0,2,1
45.0,20,37,6,6,8,7,6,8,11,0.0,10,0,0,2,0.94,-0.83,0.0,1.67,3.0,5,4,2,50.0,29,29,6,8,6,15,4,13,11,0.0,6,2,7,7,0.04,1.17,-1.17,1.67,1.33,7,10,3,0,1,1,4,2
25.0,25,50,4,2,14,11,2,13,13,0.0,8,0,0,4,0.35,-0.67,-1.83,1.33,2.67,3,3,0,42.5,25,39,7,3,10,11,3,10,10,0.0,6,0,0,0,0.16,0.33,-1.33,1.33,1.67,4,5,1,0,1,0,2,0
25.0,25,41,4,2,14,10,1,15,14,0.0,6,0,0,8,0.35,0.33,-0.67,1.33,1.33,4,3,1,60.0,27,25,9,6,5,9,7,10,11,0.0,6,0,0,0,-0.37,0.33,0.5,1.33,1.0,4,8,2,1,1,1,6,3
75.0,51,24,13,4,3,31,6,14,13,0.0,12,3,8,20,1.0,2.33,-1.67,3.33,0.33,15,8,1,70.0,35,20,13,2,5,16,6,11,13,0.0,7,3,7,6,1.12,-0.17,-1.67,1.33,0.33,10,9,1,2,1,1,4,1
50.0,33,30,7,6,7,14,3,13,13,0.0,6,0,0,0,-1.59,-1.33,2.0,0.67,3.0,8,5,2,35.0,25,34,4,6,10,9,1,15,13,0.0,8,0,0,2,0.51,-0.67,-0.67,1.33,1.33,4,5,2,2,1,1,5,2
37.5,27,37,5,5,10,15,4,14,11,0.0,7,0,0,2,0.39,-0.17,-0.67,1.33,1.33,2,8,1,77.5,58,27,14,3,3,34,6,13,15,0.0,19,1,1,1,0.1,0.5,-0.5,4.0,1.0,12,10,0,2,0,1,3,0
70.0,39,19,12,4,4,13,7,11,11,0.0,4,5,5,5,-1.57,-0.33,1.0,0.67,1.0,7,11,3,42.5,28,34,6,5,9,12,5,11,12,0.0,6,1,1,4,-0.18,1.17,1.33,1.67,2.33,6,9,0,0,1,1,4,2
40.0,28,32,5,6,9,9,1,15,13,0.0,9,1,1,1,0.33,0.5,0.33,2.0,1.33,4,6,2,30.0,28,40,5,2,13,12,1,15,14,0.0,9,0,0,7,1.35,2.17,-0.33,2.67,1.67,5,4,1,0,1,0,2,0
45.0,26,37,7,4,9,11,3,11,9,0.0,6,3,3,3,0.1,0.33,-1.33,1.33,1.67,4,5,1,67.5,36,21,11,5,4,15,6,12,11,0.0,6,4,4,4,-1.45,0.33,1.67,1.33,1.67,8,10,3,1,0,1,3,2
57.49999999999999,36,27,9,5,6,19,8,8,12,0.0,10,4,4,6,-0.71,-3.33,2.5,0.67,3.0,7,8,1,27.500000000000004,24,48,4,3,13,9,2,13,12,0.0,7,0,0,3,0.69,0.67,-0.67,1.67,2.33,3,3,0,2,1,1,3,1
47.5,29,30,5,9,6,15,4,13,11,0.0,7,1,6,6,0.16,1.5,-0.83,2.0,1.67,7,9,3,57.49999999999999,30,29,9,5,6,12,5,12,10,0.0,9,0,0,2,-0.71,-1.17,1.67,1.33,1.67,6,9,2,1,1,1,3,1
40.0,27,35,5,6,9,10,5,11,12,0.0,7,0,0,3,0.33,1.5,0.83,2.0,2.33,5,9,1,37.5,26,38,5,5,10,14,4,13,11,0.0,5,0,1,1,0.0,0.0,1.0,1.0,2.0,2,8,1,1,0,0,2,2
47.5,28,27,6,7,7,18,5,10,9,0.0,11,0,0,1,1.27,1.17,0.33,2.67,1.33,8,5,1,70.0,49,25,12,4,4,29,6,14,13,0.0,12,2,7,20,0.0,1.5,-0.17,3.0,1.33,15,8,1,2,1,1,3,1
60.0,29,24,9,6,5,10,7,11,11,0.0,7,0,1,7,-0.76,1.5,2.33,2.0,2.33,4,8,2,27.500000000000004,28,44,4,3,13,11,2,16,16,0.0,8,0,0,6,-0.49,-1.5,-0.33,1.0,1.67,4,3,1,1,0,0,1,0
70.0,35,20,13,2,5,15,6,11,13,0.0,7,2,6,5,1.12,1.5,-0.33,2.0,0.67,9,9,2,47.5,21,37,6,7,7,8,6,8,11,0.0,7,1,1,1,0.1,0.67,0.83,1.67,3.33,5,4,2,1,1,1,6,3
77.5,58,27,14,3,3,31,6,13,15,0.0,19,0,0,0,0.88,2.17,0.17,4.67,0.67,11,11,0,50.0,34,31,7,6,7,15,3,14,13,0.0,6,0,0,0,-1.59,-0.5,1.33,1.0,3.33,8,5,2,0,1,1,4,2
27.500000000000004,27,39,4,3,13,10,2,15,15,0.0,4,0,0,5,-0.49,-0.33,-0.67,0.67,1.33,4,3,1,70.0,45,25,12,4,4,26,6,14,13,0.0,13,1,6,20,0.0,1.0,0.83,3.0,1.33,15,7,1,2,0,1,4,1
62.5,34,23,10,5,5,15,6,11,11,0.0,4,3,3,3,-1.27,0.5,1.0,1.0,2.0,8,9,2,70.0,36,21,13,2,5,17,6,11,13,0.0,11,1,5,4,1.12,2.0,1.33,3.0,1.33,10,9,2,1,1,1,5,3
32.5,27,37,5,3,12,11,1,15,13,0.0,9,0,0,6,0.51,0.5,0.67,2.0,1.67,5,4,1,57.49999999999999,30,28,9,5,6,13,5,12,10,0.0,6,1,1,1,-0.71,1.17,1.5,1.67,2.0,7,9,2,2,1,1,3,2
35.0,24,38,5,4,11,12,4,12,10,0.0,4,0,0,0,-1.12,-0.33,2.17,0.67,2.67,2,8,1,45.0,28,33,6,6,8,12,6,10,11,0.0,9,1,1,2,0.16,0.5,1.33,2.0,2.33,6,8,1,0,1,1,8,6
37.5,27,32,4,7,9,8,1,15,12,0.0,9,0,0,0,0.84,0.5,-0.5,2.0,1.0,4,5,2,45.0,27,36,7,4,9,11,4,10,9,0.0,8,2,2,2,1.27,1.83,-0.5,2.33,1.0,4,6,1,1,0,1,5,2
80.0,60,27,14,4,2,31,6,14,16,0.0,17,0,0,20,0.04,-0.17,0.83,3.33,1.33,11,12,1,47.5,28,27,6,7,7,17,5,10,9,0.0,9,0,0,0,0.1,1.33,0.67,2.33,1.67,7,5,1,1,0,0,1,0
62.5,28,22,10,5,5,8,8,10,10,0.0,7,0,0,6,0.29,2.33,1.5,2.33,2.0,4,9,2,52.5,36,32,7,7,6,17,3,15,14,0.0,5,0,2,15,-1.25,0.0,0.0,1.0,3.0,9,5,2,1,1,1,5,2
65.0,36,23,12,2,6,17,6,11,13,0.0,12,0,4,3,0.12,1.5,1.5,3.0,2.0,9,9,2,42.5,32,30,5,7,8,10,2,15,13,0.0,12,0,2,3,1.45,2.33,-0.83,3.33,0.67,5,6,2,1,1,1,6,1
57.49999999999999,28,28,9,5,6,11,5,12,10,0.0,7,0,0,0,0.47,0.67,-1.5,1.67,1.0,7,9,2,27.500000000000004,26,41,4,3,13,10,2,14,15,0.0,3,0,0,4,-0.49,-0.67,0.0,0.33,2.0,4,3,1,1,0,0,1,0
47.5,28,26,6,7,7,17,5,10,9,0.0,9,1,5,2,-1.08,-2.83,-0.17,0.67,1.33,7,5,1,52.5,35,28,8,5,7,20,8,8,12,0.0,5,2,2,4,-0.53,0.0,-2.17,1.0,1.33,8,6,1,2,1,1,3,0
40.0,26,41,6,4,10,11,3,10,10,0.0,7,1,1,1,0.27,-0.17,0.0,1.33,2.0,4,5,1,85.0,59,23,15,4,1,29,7,13,15,0.0,17,8,10,20,-0.14,-3.5,-0.33,2.0,0.67,11,13,1,0,1,0,2,1
0.0,0,2,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0,0,0,32.5,27,37,5,3,12,10,1,15,13,0.0,10,0,0,5,0.51,0.0,0.17,2.0,1.67,5,5,1,2,1,1,5,1
0.0,0,1,0,0,1,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,67.5,31,19,11,5,4,10,8,10,10,0.0,11,5,6,5,0.12,0.33,0.17,2.33,1.67,5,9,2,2,1,1,5,4
42.5,28,35,5,7,8,12,6,10,11,0.0,12,0,0,1,0.67,0.67,-0.5,2.67,2.0,5,7,1,62.5,35,25,10,5,5,16,5,12,12,0.0,7,2,2,2,-0.49,0.67,0.83,1.67,2.33,8,8,2,2,0,1,3,2
50.0,36,35,7,6,7,16,3,15,15,0.0,6,0,1,14,-1.2,0.33,0.33,1.33,3.33,8,5,2,50.0,27,28,6,8,6,13,5,12,11,0.0,9,1,4,4,1.22,-0.33,-0.5,1.67,1.0,7,9,3,0,1,0,2,1
70.0,47,25,12,4,4,26,6,14,14,0.0,15,0,5,20,0.0,-1.67,0.83,2.33,1.33,15,7,1,37.5,28,41,5,5,10,15,4,13,11,0.0,7,0,0,6,-0.78,-0.17,1.5,1.33,3.0,2,8,1,1,1,1,4,2
82.5,56,21,14,5,1,27,7,13,14,0.0,12,7,9,20,-0.8,-2.67,0.0,1.33,1.0,11,13,2,0.0,2,5,0,0,2,1,0,1,1,0.0,2,0,0,0,0.0,0.0,0.0,1.0,2.5,1,0,0,0,1,1,4,2
62.5,35,23,10,5,5,16,6,11,12,0.0,9,1,1,1,0.29,0.5,0.17,2.0,1.67,8,9,2,0.0,1,5,0,0,2,1,0,1,1,0.0,1,0,0,0,0.0,0.0,0.0,0.5,2.5,0,0,0,1,1,1,6,2
37.5,29,36,6,3,11,9,1,15,13,0.0,10,0,1,4,0.33,-0.83,-0.33,1.67,1.67,4,6,2,52.5,31,29,8,5,7,17,7,9,12,0.0,7,1,1,3,0.65,0.67,-0.5,1.67,1.0,7,6,1,1,1,1,4,2
27.500000000000004,25,35,4,3,13,9,2,13,14,0.0,2,0,0,3,-0.88,-1.0,0.5,0.0,2.0,4,3,1,50.0,36,35,7,6,7,16,3,15,15,0.0,5,0,0,13,-0.8,0.83,-1.17,1.33,2.33,9,5,2,1,0,1,4,1
37.5,26,40,5,5,10,13,4,13,11,0.0,7,1,1,5,-0.78,0.67,0.0,1.67,3.0,2,8,1,37.5,24,41,5,5,10,10,3,10,9,0.0,8,0,0,0,0.39,-0.67,0.5,1.33,2.0,4,5,1,0,1,1,4,2
40.0,32,34,5,6,9,10,2,15,14,0.0,12,0,1,2,0.33,-0.17,1.0,2.33,2.0,6,6,2,62.5,29,22,10,5,5,11,6,12,9,0.0,8,0,2,6,0.29,-0.67,-1.0,1.33,1.0,7,10,2,1,0,1,5,3
42.5,26,35,5,7,8,12,6,9,11,0.0,10,0,0,0,0.27,0.0,-1.17,2.0,2.33,5,6,1,72.5,49,25,13,3,4,27,6,14,15,0.0,16,0,4,20,1.06,-0.5,-0.83,3.0,0.67,15,7,1,2,1,1,3,1
47.5,25,29,5,9,6,12,4,13,10,0.0,9,0,3,3,1.33,-1.17,-0.33,1.33,0.67,6,9,4,42.5,22,27,5,7,8,12,5,10,9,0.0,8,0,4,1,-1.29,-2.33,0.17,0.67,1.67,6,4,1,0,1,0,2,1
67.5,32,19,11,5,4,13,8,10,10,0.0,15,4,5,4,1.29,0.0,-2.33,3.0,0.67,6,9,1,67.5,40,23,13,1,6,17,6,11,14,0.0,16,2,3,2,0.0,1.17,1.0,3.67,2.0,9,9,2,2,0,1,3,0
75.0,50,25,14,2,4,27,6,14,16,0.0,12,0,3,20,0.94,1.5,-1.33,3.0,0.67,15,7,1,62.5,38,24,10,5,5,16,5,12,13,0.0,13,0,0,0,1.47,2.67,-1.5,3.67,1.0,7,9,2,0,1,1,4,2
67.5,37,22,13,1,6,13,7,10,14,0.0,17,1,2,1,0.0,-0.17,-0.17,3.33,1.33,8,9,2,35.0,27,42,4,6,10,14,3,14,12,0.0,7,0,0,4,-0.27,2.33,0.5,2.33,3.0,2,7,1,1,0,1,3,3
